text,sarcasm_label
"Yg kasihan pendukung dan pemujanya yg tdk tau situasi sebenarnya, klo yg dibayar sih jelas karena mereka dibayar untuk propaganda. Sayangnya duitnya dari uang negara, ini yg dzolim sampe lengser pun ttp tdk berubah!",Non-Sarcasm
Udah telat ngebranding ulang. Rakyat yg gak iq 78 udah mengerti aslinya,Non-Sarcasm
TE I TI DE A DAK TIDAK,Non-Sarcasm
Your money is my good image & legacy 🔥,Non-Sarcasm
Definisi COWOK MEMPERCANTIK diri,Non-Sarcasm
"Gerombolan onta dan gerombolan banteng semua,,,,",Non-Sarcasm
Sebutin gak ya akunnya hehe,Sarcasm
"Om @addiems999 sdh melakukan tugasx sbg influencer Jokowi, sdh di upload di IG 🤣😂",Sarcasm
#tangkapmulyono,Non-Sarcasm
kok yo ra nduwe isin tho mul,Non-Sarcasm
15 M keciiiilll 🙌,Non-Sarcasm
Pertanyaan selanjutnya apakah kita punya kekuatan untuk menghentikan orang-orang yang menggunakan uang kita (rakyat) untuk hal-hal sprt itu? 🧐,Non-Sarcasm
Bangkai dipoles kayak apapun tetap BUSUK!!!,Non-Sarcasm
"Wkwkwkwk keliatan powernya makin melemah ini, sisa 7hari lagi berkuasa",Non-Sarcasm
Jokowi ini ribet bgt se.layaknya presiden sebelum ny….klo pensiun ya sdh.pensiun aj….ingat karma pak jok…,Non-Sarcasm
Hahahhahaaaa,Sarcasm
,Non-Sarcasm
Emang tempo gak propaganda yah?😂😂,Sarcasm
"Adili jokowi, kurung mulyono",Non-Sarcasm
"Sumpah, gw gak ikhlas. Cukup #adilijokowidankroninya",Non-Sarcasm
"salah satu presiden yg tidak tau malu utk menghalalkan segala cara menjadi org yg ""sukses""",Non-Sarcasm
"Korupsi merajalela, pimpinan kpu cocok tanam, cawe -cawe, nebeng, ngibul sana-sini, anak muka tembok, nebeng, fufufafa, mengacak-acar konstitusi, maaf pak ini yg saya kenang😢",Non-Sarcasm
"Buzzer say, tempo gak ngefitnaah mulyono ga makan",Non-Sarcasm
pak inget akhirat pak😢,Non-Sarcasm
Tempo punya maksud apa ya? Tiap hari nyalahin pak Jokowi melulu 😮,Non-Sarcasm
Dosa apa orang Indonesia kok dihukum Alloh sedemikian rupa ya..🙄🙄🙄🙄😢😢😢😢,Non-Sarcasm
😂😂,Sarcasm
"Norak, jok,. Rai gedek berjamaah",Non-Sarcasm
"Korupsi udah kayak lampu philip, terus terang korupsi terang terus, ga malu ga pake sembunyi2,, terang terangan, malah pa-terang2 🥲 terus klo ada yg marah dan protes, dibilang anak abah, bah kek mana, abah sapa lagi 🙃🙃🙃",Sarcasm
"Gua yg dari awal ngga sreg sma dia pas pilkada DKI ntah mengapa, eh bener sesuatu terjadi😂",Sarcasm
Pemimpin negri makin ngak punya hati hanya untuk mengamankan diri dan keluarga sendiri walau yg dipakai bukan uang sendiri,Non-Sarcasm
Jancukwi adlh julukan yg pas..,Non-Sarcasm
"Gak rela...lebih berguna dana dari pajak tsb untuk bangun sekolah,jembatan,jalan di daerah yg membutuhkan...",Non-Sarcasm
🔥🔥🔥,Non-Sarcasm
Ya Allah pemujanya gak bisa baca tempo miris bodohnya sampai ke pant*t,Non-Sarcasm
"Utang Indonesia per July 2024 adalah 8,444.75 T",Non-Sarcasm
Mulyono sontoloyo,Non-Sarcasm
"Pemimpin yg memelihara kebodohan & kemiskinan, terbukti survey kepuasaan trhadap dirinya yg di survey masyarakat kalangan bansos.",Non-Sarcasm
👏👏👏👏👏,Non-Sarcasm
🗣:Obligasi  itu apa.? Wartawan surat utang pak.😌😌,Non-Sarcasm
Saya nggak pernah percaya sama dia ini. 10 th aku mengktirik terus meski cm lewat medsos.,Non-Sarcasm
Saatnya rakyat menggugat mulyono yang telah mewakafkan dirinya untuk diaudit kebijakannya yang selama sepuluh tahun berkuasa. Mungkin mulyono merasa telah selesai dgn dirinya namun penyelesaian harus tuntas menurut rakyat😠,Non-Sarcasm
ga usah bayar kalo gitu,Non-Sarcasm
Dan para pemuja nya menyebut kita barisan anak Abah sakit hati 😂,Sarcasm
😢😢,Non-Sarcasm
Ntar di ubah lagi tanggal nya gak tanggal 20 🙃,Sarcasm
Sakit hati ini akan terus di bawa sampai di pengadilan akhirat,Non-Sarcasm
Allah Karim tolonglah,Non-Sarcasm
Mau pensiun aja repot bnr si mulyono pake kampanye propaganda segala ngabis2in anggaran 😂,Sarcasm
Bangsat Mulyono,Non-Sarcasm
"Tapi…di luar sana pemujanya masih sangat banyak 🙃 dan para influencer yang isinya artis papan atas juga terus dikasih panggung, dan entah dikasih peluang atau posisi apa lagi. Dan yang tidak setuju dengan hal-hal tsb ya cuma bisa bersuara kecil tanpa terdengar👏",Sarcasm
@zhro.rif,Non-Sarcasm
Tempo Kelas Banget 🔥🔥🔥,Non-Sarcasm
gue sih ogah ye muji-muji yang ga pantas di puji 🤧,Non-Sarcasm
@mofaishal_ pasti gak percaya berita ini,Sarcasm
Memori kelam indonesia ketika mempercayai tukang kayu sebagai pemegang kekuasaan tertinggi cuma karena drama gorong-gorong,Non-Sarcasm
Masa paling KELAM....,Non-Sarcasm
Tempo ini bisa santai dulu gak sih🤭,Non-Sarcasm
halo raja jawa @jokowi,Non-Sarcasm
"Apalah cuma memakai uang negara, uu negara yang jauh lebih sakral aja diobok-obok untuk kepentingan pribadinya kroninya dan keluarganya pun tidak apa-apa",Non-Sarcasm
Iya bener tu,Non-Sarcasm
Selain berterimakasih kepada biyoncee hrus ka pa mul juga🤭,Non-Sarcasm
😂😂😂😂😂😂😂😂,Sarcasm
YA ALLAH PAK @jokowi . ANDA SERUSAK ITU MENGKHIANATAI RAKYAT DEMI KELUARGA ANDA??? 😭😭😭😭 TERIMA KASIH @tempodotco ATAS KEBERANIANNYA DALAM BERBAGI BERITA. 🙏🙏🙏🙏🙏🙏🙏🙏,Non-Sarcasm
"Maaf, bisa minta tolong disini ga ya?
Saya kan perantau, tapi lagi luntang-lantung di jalanan (Di Jakarta). Knapa luntang-lantung? Soalnya saya kehabisan duit, ga mampu nyewa kost lagi. Udah coba nyari kerja tapi ga dapet2. Jujur, saya blum ada makan dari kemarin kelaperan bgt. Barangkali ada yg berbaik hati donasi ke saya untuk beli makanan? 15k pun ga masalah buat beli nasbung. Saya ada rek BRI: (BRI= 5320 0101 6633 533/An: Maulana Yusuf R). Mksh bgt kalo ada yg bantu. 🙏",Sarcasm
udah mulai ke zion zionan propaganda white supremacy !!! satu kata lawan ✊jangan beri panggung #longliveresistance #panjangumurperjuangan #bauketeknepotisme #indonesiasedangtidakbaikbaiksaja #buzzerpenghancurdemokrasi,Non-Sarcasm
Suka karikaturnya sesuai topik pembicaraan tempo is the best..🔥,Non-Sarcasm
"Haqqul yakin Allaah tidak tidur, bahkan tidak lengah terhadap perbuatan sekecil atom sekalipun! Semua yang bernyawa akan mati. Semua perbuatan ada ajalnya. Silahkan bikin propaganda sesuka hati. Makar Allaah sangat kokoh! Tak akan ada yang mampu melawan! Rakyat Indonesia sedang menunggu......",Non-Sarcasm
@tatan_athailla @erpranata.liem,Non-Sarcasm
Si ari ini jg orang yg wajib dimintai tanggung jawabnya selain si ono,Non-Sarcasm
"Mau beli majalahnya deh. Tuh tetangganya tempo udah mulai sebar klaim keberhasilan, najong tralala deh",Non-Sarcasm
Diawal pencitraan diakhirpun perlu pencitraan,Non-Sarcasm
"tempo jangan cuci tangan ya,",Non-Sarcasm
Gak kebayang hisab nya nanti di akhirat.... La hawla wala quwwata illa billah,Non-Sarcasm
"Sampai saat ini saya selalu ingat dia kalau liat gorong2, apalagi gorong2 mampet😢",Non-Sarcasm
N 4 J 1 S tralala,Non-Sarcasm
"Lomba bikin konten marak dilembaga2 negara salah satunya ini, pernah tertarik ikut lomba film pendek PUPR",Non-Sarcasm
Penjarakan jokowi !!!,Non-Sarcasm
Pantesan gencar bgt ngejar pajak.a,Non-Sarcasm
"2 periode nya sama sekali saya kgk coblos, karena dari awal pencalonan suda tau akan hal ini",Non-Sarcasm
Belum puas dengan drama pencitraan masuk gorong²,Non-Sarcasm
Pemimpin penuh kepalsuan belakang(kemakan pencitraan selama ini)😂😂😂,Sarcasm
"Udah muncul loh di akun² berita lain , puja puji yang mulya mulyono",Non-Sarcasm
Bayangin uang pajak kalian digunakan buat menutupi keborokan pemerintah konoha 😱,Non-Sarcasm
Sumpah demi Allah saya tidak rela. Dunia akhirat,Non-Sarcasm
"Rakyat Indonesia sdh tahu sepak terjang pak Jokowi tdk bisa ditutupi, sdh jelas politik dinasti yg nyata kita lihat sendiri, bgm keputusan MK meloloskan Gibran krn ada paman disitu, private jet jg dinikmati Kaesang, negara ini sdg tdk baik2 saja.....",Non-Sarcasm
Akhirnya mobil Esemka benar2 jadi sejarah mobil Ghaib 😂😂,Sarcasm
JOKOWI BURUK SEBAGAI KEPALA NEGARA.,Non-Sarcasm
😂😂😂😂😂😂,Sarcasm
Negara dipake mainan - buat ibukota baru tanpa perencanaan matang tidak melibatkan rakyat dll - pinter nyandera lawan politik - jadi awut awutan,Non-Sarcasm
Terimakasih presiden Jokowi,Non-Sarcasm
Giliran berita kayak gini saudara nya fufu Fafa pada ngilang😂😂😂😂😂,Sarcasm
Gimana kalo pembohongan publik wajib dihukum mati?,Non-Sarcasm
👏🔥 gokil tempo,Non-Sarcasm
BATU KORAL mau dipoles seperti apapun tetaplah BATU KORAL,Non-Sarcasm
"Gak juga min, tumin, sini main ke warga terdampak tolo solo jogja yia, mereka seneng banget dipimpin jokowi lewat menterinya pak basuki, yakin dah, sini sy ajak ke salah satu warganya yg terdampak tol 😂",Sarcasm
"Dulu ay gak paham, tapi pas periode kedua, lalu mantu..lalu anak dua dst.. sy paham bahwa kenapa teman2 sy dan kenalan saya bnyk yg kesel sedari dulu... 👏 fak.",Non-Sarcasm
Parah. Sangat keterlaluan kalau biaya make over akhir kepemimpinan pak mulyono dibiayai dari pajak.,Non-Sarcasm
Semoga siksanya kekal d neraka... Aamiin ya mujiib,Non-Sarcasm
Kampanye hitam pakde Mul😂,Sarcasm
T I D A K  R E L A !!!!,Non-Sarcasm
"Budayakan malu aja dulu, pak..",Non-Sarcasm
And Indonesia's decade propo award goes to...,Non-Sarcasm
Shared 👍,Non-Sarcasm
"Yang berbau busuk, mau itu dipoles emas sekalipun baunya tetap sama saja. Bau.",Non-Sarcasm
😂😂😂 ngeriiiiii,Sarcasm
Kelas sekali kaligrafinya 🔥🔥🔥,Non-Sarcasm
Nakkkk giloooo niannn memangggg keluarga itu 😂,Sarcasm
🔥🔥🔥🔥🔥🔥🔥🔥🔥,Non-Sarcasm
Dr awal smp akhir dipoles trd😂,Sarcasm
rayuan pria gila.,Non-Sarcasm
Presiden Busuk Sepanjang Masa,Non-Sarcasm
Dari dulu gak pernah milih dia.,Non-Sarcasm
ya gapapa lah emang kerjanya bagus. (Bismillah saham antam),Non-Sarcasm
La'natullaah alaihim,Non-Sarcasm
"Lu kira fungsi influencer/buzzer apaan buat mengkritik pemerintahan? Gak lah,, yang past buat memoles lubang di wajah",Non-Sarcasm
Detik2 menjelang memakai baju sophee,Non-Sarcasm
"Dihh, gw kerja seharian buat bayar pajak, malah buat ginian, ogh gw, kagak ikhlas co",Non-Sarcasm
Menyala tempoooo 🔥🔥🔥🔥🔥,Non-Sarcasm
Dan anak serta menantunya masih sombong dengan kekuatannya di politik. Masih yakin kalau jokowi lemah setelah lengser?? Masih banyak pasukan balas budi yang siap melindungi jokowi dan keluarganya. Yakin bisa mengadili jokowi? Masih ada gibran di orang kedua pimpinan RI. Rakyat bisa apa sekarang? Koar di medsos seperti saya. 😂😂😂,Sarcasm
Intinya jgn kaget,Non-Sarcasm
Mereka mungkin beragama tanpa bertuhan,Non-Sarcasm
"Hidup mevvah, tumpuk utang, biarkan rakyat yang membayar. Menyala dinasti mulyono 🔥🔥",Non-Sarcasm
Ya seperti tim tempo dulu yang mempoles kesederhanaan Mulyono . Kira kira kek gitu ya min ?,Non-Sarcasm
Demi Allah tidak rela.,Non-Sarcasm
Menyala Tempo.. 🔥🔥🔥🔥🔥 aku Padamu ❤️❤️❤️,Non-Sarcasm
Planga plongo meroket... 10 taun gatau apa yg dibikin.. cuma bikin susah rakyat aja,Non-Sarcasm
"Kirain mau tobat, ternyata~",Non-Sarcasm
Rezim KENTUTT sepanjang sejarah,Non-Sarcasm
"Nggak rela ,Pinokio Jawa dgn daya rusak luar biasa",Non-Sarcasm
"Esemka ?, ekonomi meroket ?, stop impor?, stop utang ?, lapangan kerja ?,😂",Sarcasm
"Seriusan klo di dunia psikologi org2 yg haus akan pujian , sanjungan, kekuasaan , validasi dll itu apa sih namanya",Non-Sarcasm
Baru siang tadi lihat bnyak spanduk2nya,Non-Sarcasm
Pasti dananya itu dari para oligarki yg diuntungkan segala kebijakan pemerintahannya Jokowi. Kalo ada perusahaan yg makin kaya fix itu menjadi sapi perahnya Jokowi.,Sarcasm
ADILI.....!,Non-Sarcasm
"Meskipun mulyono mengerahkan semua buzzerp² bajingan itu, ga akan ngaruh. Rakyat sudah tau siapa itu si king of lips service.. si raja ngedabrus.. terlalu banyak omdo²nya mulyono untuk di sebutkan...",Non-Sarcasm
Cie cie tempo sampai segitu nya ap narasi yg di bangun dr pihak yg kontra juga bukan propaganda,Non-Sarcasm
*Ampunilah dosa dosa kami hamba MU beri kami semua selalu hidayah MU ya Allah anugerahilah kami hamba MU kekuatan untuk menegakkan Amar Maruf nahi mungkar ya Allah jika munafiqun dan zhalim segerakanlah adzab dan laknat MU baik di dunia dan akhirat kelak*,Non-Sarcasm
Astaghfirullah Innalilahi,Non-Sarcasm
Counter attack nya tunjukin semua kegagalannya,Non-Sarcasm
Tenang... udah gk mempan.. soalnya udh tw kebusukanya. Bau busuk mw di kasih minyak wangi skalipun juga tetp busuk,Non-Sarcasm
"Selama ini Jokoyono bayar buzzer, bikin ini itu buat pencitraan pake duit siapa/apa sih min? Emang jokoyono sekaya itu? Kok 10 tahun ga miskin2 dia.",Non-Sarcasm
"Rakyat Indonesia jadi saksi , bahwa bapak itu jahat , demi Allah",Non-Sarcasm
Seperti @hariankompas  @sindonews  dll....😂😂,Sarcasm
Menyala fufufafa🔥🔥🔥🔥,Non-Sarcasm
"Hal yg terbaik itu berjalan secara natural, tidak perlu di poles sana sini.... kalau memang baik dan benar seluruh isi alam semesta ini otomatis akan merespon nya secara positif tanpa perlu harus repot2 spt itu. ..... Peace... 😂",Sarcasm
Semoga Presiden berikutnya lebih baik lagi,Non-Sarcasm
Tidak pernah terpengaruh,Non-Sarcasm
🔥,Non-Sarcasm
10 th yang lalu kepala kantor komunikasi ? tolong jelasin dong,Non-Sarcasm
Sudahlah... Habis dia legser semua akan meninggalkan dia. Dia suka merangkul sekaligus memukul. Pada akhirnya semua akan mengeroyok habis-habisan😢,Non-Sarcasm
"Ini salah SATU TV SAMPA*h pemuja mulyono,, @tvonenews",Non-Sarcasm
KKN orde baru,Non-Sarcasm
"Pantes di akun #mulyono nya sndri kalo Kita Komen ttng busuk nya dia, langsung di bls ""barisan sakit hati, Anak abah, dll"" Pokoknya muji muji mulyono gtuu dahh.. Ternyata para buzzer too👏",Non-Sarcasm
Paja ko aa ko...,Non-Sarcasm
"Maju terus tempo 🔥, engkaulah harapan kita tentang kritik pemerintah di mana hampir semua partai berkualisi tidak ada oposisi",Non-Sarcasm
Kepuasan terhadap pemerintahan sekarang mencapai 75-80% ya karena yg disurvey masyarakat menengah kebawah yg dikasih bansos dan kaos😂😂,Sarcasm
IKN Keputusan Rakyat 🗿🗿🗿 #negeriparabajingan,Non-Sarcasm
Yg bagian bisnis perikanan anak menteri perikanan baca nya dmana min?,Non-Sarcasm
G rela ddan g ridho 🔥,Non-Sarcasm
Malah curhat tempo nih kan dulu ente yg memframing,Non-Sarcasm
Tidak rela uang pajak buat kampanye gak jelas😂,Sarcasm
"Naaaaah, baru tempo doang nih yg berani buat postingan kaya gini. MANTAP !",Non-Sarcasm
jogil,Non-Sarcasm
Kenapa pakai lagunya nadin😭😭😂,Sarcasm
Dari awal muncul Jokowi aja udah keliatan semua palsu,Non-Sarcasm
"Siap nunggu Prabowo dilantik, stelah itu habisi klan Jokowi",Non-Sarcasm
"Hutang banyak tapi rakyat tidak pun sejahtera sama aja kegagalan, apalagi yg makin sejahtera pejabat dan kroni2nya, malah rakyat diperas pajak2 baru dan kenaikan utk bayar hutang",Non-Sarcasm
Yang ada MUAK GUE..!!! 😡,Non-Sarcasm
"Lagi2, melihat kebohongan yg terstruktur seperti ini, rakyat hanya nelangsa. Semoga penggantinya, tak berbohong lagi. Mungkin kah?",Non-Sarcasm
Alhamdulillah aku dulu rada dukung dia karena anti mainstream tapi Allah kasih liat sedikit2 demi sedikit org ini kayak apa ujungnya,Non-Sarcasm
Dajjal,Non-Sarcasm
harta dan tahta adl 2 kekuatan yg dapat menggerakkan banyak hal,Non-Sarcasm
Pupur sakurunge benjut kah?,Non-Sarcasm
😢,Non-Sarcasm
"Alhamdulillah, dari awal tidak milih ini mahluk.",Non-Sarcasm
Hnya buzzer projo penerima bansos lh memuji jokowi snp ke liang lahat....😂😂😂😂,Sarcasm
Manusia yang tidak merasakan dosa² nya sendiri..,Non-Sarcasm
hadeh...,Non-Sarcasm
"Alhamdulillah 2 periode nggak pernah milih Mulyono, penuh dgn kebohongan dan pencitraan.....😢",Non-Sarcasm
Sampai titik terakhir: kuras2,Non-Sarcasm
"Mana Buzzer mana…. Sini kami mau silaturahmi ke akun fake situ, #Jangan lupa IP confignya sembunyiin dlu 😂😂😂😂",Sarcasm
Alhamdulillah saya masih waras jadi tidak pernah percaya dengan pencitraan dia dan barisannya.,Non-Sarcasm
"Awal mula mulyono di poles ketika jabat walkot oslo periode kedua yg tidak ""selesai"" - tempo tentu ingat ""diplomasi makan siang"" kala itu - dimana tidak ada diskusi apapun kecuali makan 😂 jangan"" tempo jg sedikit memolesnya waktu itu 😂",Sarcasm
Kereeen🔥,Non-Sarcasm
jokowi rewind?,Non-Sarcasm
Penjaraken 🙌🔥,Non-Sarcasm
"@jokowi segitu nya pak MULYONO.. Nanti setelah 20/OKTOBER, kalau ada jadwal panggilan sidang datang yah, jangan cari2 alasan, kan udah ngga ada kerjaan lgi.. 😁",Non-Sarcasm
"Setiap buzzer / artis yang mengklaim ttg keberhasilan mulyono selama 10th ini, percayalah itu semua karna ada uang pajak KITA",Non-Sarcasm
Ampuuuuun dah ...,Non-Sarcasm
"Bersolek pake uang negara, iblis bgt 🙄",Non-Sarcasm
"Nuraninya menyadari apa yg dia but slm ini, shg menurutnya sangat penting membangun citra baik di akhir masanya. sakarepmu . . . Berterima kasiglah kalian yg 10 th terima bansos, pkh dll",Non-Sarcasm
🤮🤮,Non-Sarcasm
Luar binasa daya rusak nya,Non-Sarcasm
"Tempo memang joss... @juzjul , sekelas Komp*s masih terbuai cuan Pencitraan Pemerentah🤭",Non-Sarcasm
"Barisan sakit hati ya?!?! Iaa bang barisan sakit hati, disaat saudara saya yg ipknya hampir cumlaude tapi sampai sekarang masih freelance, paadahal semua kerjaan dikerjain, itu masih satu tmn2 yg lain juga sulit, beneran sulit sih ya, anak presiden aja dicariin kerja, maksa lagi ubah sana ubah sini. Belom lagi korupnya pejabat2 negara. Asik banget kek lintah. Gak liat warga dibawah mati matian buat makan hari ini. Kalau bisa sih tangkap ya, sudah terlalu dalam impactnya. Sekarang doi ngasih izin ngambil pasir tanah air kita loh. Jangan sampe nyolong pasir nih dibilang mandat rakyat kayak pembangunan ikn yg gak jelas dan diburu2. Pusink deh urgensinya apa coba, padahal masih banyak sekolah dan jalan yg perlu dibangun!!!!",Non-Sarcasm
😢😢😢😢😢,Non-Sarcasm
Ini propaganda pake uang Rakyat pastinya,Sarcasm
😂,Sarcasm
Semenjak muncul pake mobil Esemka dan gorong gorong saya tidak pernah percaya sama beliau,Non-Sarcasm
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 H-7,Sarcasm
Brengsek emang,Non-Sarcasm
Udah kaya israhell aja propaganda terus,Non-Sarcasm
👏👏👏😂😂😂,Sarcasm
"Orang kok banyak bohongnya, apa gak takut ya adzab dari Tuhannya.",Non-Sarcasm
Pantas liat akun djp pajak aja muji muji juga 😂,Sarcasm
Top tempo 👏😂,Sarcasm
@dull_senpai pakdemu,Non-Sarcasm
@jokowi  kakean golek Rai.....😂😂 wong tuo ora duwe isin😂😂,Sarcasm
Pantaslah influencer di medan ini menyala-nyala. Ada yang mau naik rupanya 🔥,Non-Sarcasm
Yg makeupin harusnya muka zombie,Non-Sarcasm
"Wes tahan aja, sisa beberapa hari. 10 tahun memang beliau tidak pernah lepas dari pencitraan, itu wajar aja sih apalagi presiden. Tapi sayangnya 10 tahun ini beliau 'mungkin' senang memelihara orang-orang kurang kompeten di sekelilingnya.",Non-Sarcasm
Cakep niy analisanya.....disertai fakta 👍,Non-Sarcasm
gila lagu backsound nya pas bgt sesuai tema liriknya juga pas😂 .. 😂,Sarcasm
"Yg salah keputusan bersama, yg bagus di akui , dasar kau agak Laen",Non-Sarcasm
"gak pernah percaya sama Demokrasi, sebagus apapun penerapannya.",Non-Sarcasm
"Pa @jokowi meski anda dipoles, karena tidak alamiah dan natural, maka anda akan tetap dikenang sebagai presiden cawe cawe..., apalagi biaya propaganda diambil dari uang negara 👎👎",Non-Sarcasm
#PersisKomunisChina,Non-Sarcasm
"Aku tertipu…
Aku terjebak … 
Aku terperangkap muslihat mu…
2 periode dikibulin kang kayu, dan skrg siap siap dikibulin lagi sama anak nya kang kayu!!! Astaghfirullah",Sarcasm
👏👏👏👏👏👏👏👏,Non-Sarcasm
🔥🔥🔥,Non-Sarcasm
Perusak demokrasi 🔥🔥,Non-Sarcasm
Yang percaya sama pidatonya cuma 58% 😂,Sarcasm
🔥🙌,Non-Sarcasm
"sumpah muakk bgt, sakit hati bgtt,, 😢",Non-Sarcasm
Liat di kolom komentar sdh mulai pada bermunculan pemuja Mulyono. BuzzerRp,Non-Sarcasm
Temen gua fanatik banget bet mau kasihan tapi udah terlanjur sekolam dia susah jaring😢,Non-Sarcasm
"Kami sudah Pintar, tidak laku dgn jualan Citra dan Bedak Lainnya !!",Non-Sarcasm
Tidaaaak,Non-Sarcasm
ORA SUDI😂😂😂😂,Sarcasm
😂mau ngibulin kita mrk nyaa,Sarcasm
"Asli,saya sdh paham permainan beliau.",Non-Sarcasm
@jokowi Benerkah ini pak?sepertinya bener ya .,Non-Sarcasm
"Saya ga rela, saya akan mintakan pertanggungjawaban di akhirat kelak...",Non-Sarcasm
@bem_si @bem.unila @bemftunila ayo goreng goreng masa diem diem aja,Non-Sarcasm
Ciri2 komen nya presiden terbaik sepanjang masa @sakti_gigih,Non-Sarcasm
